;Match_ID;Unique_Team_ID;Unique_Team;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;TeamScores
597;1693;19;Ingolstadt;2012-02-04;Ingolstadt;Fortuna Dusseldorf;1;1;D;1.0
598;1675;19;Ingolstadt;2012-02-10;Frankfurt FSV;Ingolstadt;1;1;D;1.0
599;1531;19;Ingolstadt;2012-02-19;Ingolstadt;Greuther Furth;0;0;D;0.0
600;1685;19;Ingolstadt;2012-02-24;Hansa Rostock;Ingolstadt;1;2;A;2.0
601;1555;19;Ingolstadt;2012-03-02;Ingolstadt;Union Berlin;3;3;D;3.0
602;1679;19;Ingolstadt;2012-03-11;Dresden;Ingolstadt;0;0;D;0.0
603;1618;19;Ingolstadt;2012-03-17;Ingolstadt;Paderborn;4;0;H;4.0
604;1670;19;Ingolstadt;2012-03-23;Bochum;Ingolstadt;0;1;A;1.0
605;1153;19;Ingolstadt;2012-04-01;Ingolstadt;Duisburg;1;1;D;1.0
606;1547;19;Ingolstadt;2012-04-08;Ingolstadt;Aachen;3;3;D;3.0
607;1681;19;Ingolstadt;2012-04-11;Ein Frankfurt;Ingolstadt;1;1;D;1.0
608;1251;19;Ingolstadt;2012-04-15;Ingolstadt;Karlsruhe;2;1;H;2.0
609;1686;19;Ingolstadt;2012-04-21;Munich 1860;Ingolstadt;4;1;H;1.0
610;1514;19;Ingolstadt;2012-04-29;Ingolstadt;Cottbus;1;0;H;1.0
611;1683;19;Ingolstadt;2012-05-06;Braunschweig;Ingolstadt;3;1;H;1.0
612;1602;21;Paderborn;2011-07-17;Hansa Rostock;Paderborn;1;2;A;2.0
613;1699;21;Paderborn;2011-07-24;Paderborn;Fortuna Dusseldorf;1;1;D;1.0
614;1613;21;Paderborn;2011-08-05;Union Berlin;Paderborn;3;0;H;0.0
615;1517;21;Paderborn;2011-08-13;Paderborn;Greuther Furth;0;1;A;0.0
616;1607;21;Paderborn;2011-08-21;Dresden;Paderborn;1;2;A;2.0
617;1608;21;Paderborn;2011-08-28;Ein Frankfurt;Paderborn;0;0;D;0.0
618;1537;21;Paderborn;2011-09-09;Paderborn;Aachen;0;0;D;0.0
619;1609;21;Paderborn;2011-09-18;Bochum;Paderborn;0;4;A;4.0
620;1680;21;Paderborn;2011-09-23;Paderborn;Ingolstadt;4;1;H;4.0
621;1603;21;Paderborn;2011-10-02;Duisburg;Paderborn;0;1;A;1.0
622;1572;21;Paderborn;2011-10-14;Paderborn;Braunschweig;1;0;H;1.0
623;1616;21;Paderborn;2011-10-21;Munich 1860;Paderborn;1;1;D;1.0
624;1592;21;Paderborn;2011-10-29;Paderborn;Erzgebirge Aue;1;0;H;1.0
625;1617;21;Paderborn;2011-11-06;Cottbus;Paderborn;0;2;A;2.0
626;1246;21;Paderborn;2011-11-18;Paderborn;Karlsruhe;2;1;H;2.0
627;1612;21;Paderborn;2011-11-25;Frankfurt FSV;Paderborn;2;2;D;2.0
628;1453;21;Paderborn;2011-12-02;Paderborn;St Pauli;1;1;D;1.0
629;1387;21;Paderborn;2011-12-09;Paderborn;Hansa Rostock;2;0;H;2.0
630;1604;21;Paderborn;2011-12-16;Fortuna Dusseldorf;Paderborn;2;3;A;3.0
631;1556;21;Paderborn;2012-02-03;Paderborn;Union Berlin;3;2;H;3.0
632;1611;21;Paderborn;2012-02-12;Greuther Furth;Paderborn;5;1;H;1.0
633;1129;21;Paderborn;2012-02-17;Paderborn;Dresden;2;2;D;2.0
634;1172;21;Paderborn;2012-02-26;Paderborn;Ein Frankfurt;4;2;H;4.0
635;1606;21;Paderborn;2012-03-03;Aachen;Paderborn;0;3;A;3.0
636;1355;21;Paderborn;2012-03-09;Paderborn;Bochum;0;0;D;0.0
637;1618;21;Paderborn;2012-03-17;Ingolstadt;Paderborn;4;0;H;0.0
638;1157;21;Paderborn;2012-03-25;Paderborn;Duisburg;1;2;A;1.0
639;1615;21;Paderborn;2012-03-30;Braunschweig;Paderborn;0;0;D;0.0
640;1444;21;Paderborn;2012-04-08;Paderborn;Munich 1860;2;2;D;2.0
